0.00, 0.00
0.00, 0.00
1.88, 2.51
19.43, 19.17
14.14, 11.39
12.49, 20.59
11.87, 11.36
15.85, 16.54
21.90, 24.66
26.13, 21.48
35.10, 29.60
36.78, 33.25
38.94, 33.81
40.46, 37.67
37.50, 45.44
44.79, 34.66
43.41, 53.62
49.89, 36.33
40.51, 55.08
57.36, 49.12
35.36, 44.01
57.66, 56.98
50.94, 52.92
46.42, 48.70
59.10, 53.70
54.38, 55.29
59.21, 55.65
61.52, 61.61
57.95, 58.33
53.60, 51.19
54.97, 62.77
61.75, 59.11
61.76, 62.03
58.53, 60.74
58.91, 60.40
60.46, 57.80
60.80, 60.74
62.54, 61.04
58.30, 59.85
62.94, 62.43
64.34, 59.05
64.20, 59.25
60.70, 63.28
64.01, 65.45
63.42, 62.89
61.45, 59.05
63.87, 65.44
61.23, 61.68
61.64, 62.43
63.30, 63.11
60.91, 64.21
62.65, 60.74
64.86, 63.19
59.61, 60.33
58.90, 57.23
59.76, 62.37
57.15, 61.24
63.87, 61.52
59.83, 59.21
60.29, 63.37
62.31, 60.75
61.24, 62.96
60.52, 65.58
59.75, 59.62
63.74, 65.15
61.64, 63.59
62.64, 60.37
62.17, 61.11
61.44, 62.98
63.44, 62.67
58.77, 60.86
64.11, 63.08
60.02, 60.17
59.62, 63.74
62.63, 62.92
57.56, 61.86
57.22, 59.94
59.76, 58.67
51.52, 60.93
57.39, 60.82
56.88, 58.40
57.30, 61.75
60.90, 60.59
57.23, 61.97
58.25, 59.08
58.54, 61.69
42.69, 62.49
End Time: 2734.00
