0.00, 0.00
0.00, 0.00
1.11, 13.73
18.64, 16.01
18.38, 17.49
7.04, 14.21
13.70, 12.00
23.07, 25.39
24.87, 23.59
26.94, 29.85
30.73, 33.55
41.36, 40.24
40.16, 42.10
38.27, 40.63
44.55, 46.15
43.39, 45.59
53.58, 55.67
47.14, 47.91
55.76, 57.80
49.36, 54.38
61.22, 58.95
58.68, 57.73
53.17, 61.28
60.88, 59.78
59.68, 59.37
64.90, 61.91
56.60, 66.67
67.26, 63.94
65.07, 66.12
60.95, 69.55
70.04, 68.47
63.57, 70.58
70.19, 66.32
64.99, 69.51
67.20, 70.28
70.76, 70.89
69.72, 64.43
69.08, 76.53
62.98, 60.46
73.58, 72.00
62.99, 64.67
72.90, 73.51
66.43, 63.30
70.75, 73.85
69.35, 66.97
71.45, 74.14
62.81, 66.01
74.51, 77.76
61.55, 73.83
77.43, 67.95
64.61, 77.59
75.90, 66.15
68.69, 77.43
74.83, 68.39
74.93, 73.70
68.06, 70.39
73.37, 78.24
66.30, 71.66
73.49, 72.28
70.70, 72.06
76.42, 66.59
65.97, 79.44
77.57, 75.71
70.73, 74.55
75.36, 75.49
71.56, 70.83
69.23, 76.38
74.90, 72.11
66.97, 77.54
75.56, 73.57
65.36, 75.40
78.11, 76.03
68.27, 66.09
76.38, 75.09
72.08, 70.84
66.04, 70.01
73.22, 73.22
End Time: 2416.00
