0.00, 0.00
0.00, 0.00
1.04, 7.04
15.96, 15.11
9.02, 13.80
16.24, 19.73
17.62, 17.35
21.76, 22.39
22.76, 24.52
33.10, 29.58
34.01, 35.07
35.33, 39.17
38.48, 39.27
46.71, 42.17
44.09, 46.45
48.70, 51.86
50.64, 50.77
46.82, 49.02
57.49, 54.25
47.26, 56.69
62.76, 55.49
56.21, 52.03
53.93, 61.23
61.44, 58.93
59.91, 63.71
56.19, 59.92
66.58, 60.81
58.20, 62.87
65.89, 63.71
65.58, 68.88
65.60, 64.12
63.62, 65.67
69.94, 69.47
67.16, 61.37
66.93, 66.91
73.34, 59.29
62.08, 71.19
69.56, 65.30
68.13, 69.23
70.26, 66.65
72.32, 67.98
54.97, 70.11
72.94, 64.52
68.45, 75.36
65.43, 68.43
74.70, 60.37
62.93, 73.82
72.24, 65.83
74.83, 68.53
54.99, 74.25
74.39, 64.32
69.91, 73.27
67.99, 70.60
75.79, 69.07
68.01, 76.04
70.41, 70.43
75.09, 63.45
65.01, 77.28
71.12, 70.85
73.46, 64.41
71.06, 76.78
67.52, 71.05
74.97, 66.15
68.82, 77.41
69.55, 68.39
73.56, 64.48
71.05, 71.80
64.50, 70.16
79.86, 68.53
70.65, 72.39
57.41, 64.26
73.47, 65.10
69.62, 73.81
71.17, 71.58
76.56, 69.27
67.17, 68.40
69.49, 70.92
69.00, 67.01
End Time: 2448.00
