0.00, 0.00
0.00, 0.00
0.00, 4.28
16.74, 13.18
17.53, 16.59
13.86, 13.87
18.58, 17.75
15.33, 18.06
26.43, 25.54
29.37, 30.32
34.13, 29.35
35.88, 35.27
40.66, 41.09
44.74, 36.07
51.68, 50.53
39.98, 45.43
54.53, 45.24
49.43, 56.23
46.51, 42.62
55.59, 59.40
51.79, 43.25
58.19, 60.94
56.17, 57.95
57.85, 56.68
58.60, 59.91
49.69, 56.78
64.68, 64.03
63.91, 62.12
61.74, 65.55
55.65, 50.97
66.97, 67.51
60.87, 62.92
62.23, 64.08
64.81, 64.21
65.96, 54.61
65.40, 67.77
67.34, 65.43
65.17, 68.70
52.61, 64.68
71.48, 59.42
63.46, 67.41
70.01, 66.26
65.98, 68.68
67.67, 67.48
54.14, 71.54
69.28, 69.83
69.03, 69.72
64.48, 62.45
67.89, 65.40
66.83, 69.68
68.02, 66.63
66.31, 66.13
59.03, 72.15
71.37, 66.96
64.50, 66.80
69.44, 69.83
69.67, 57.11
66.98, 71.72
69.53, 66.63
70.07, 67.68
69.07, 68.02
58.31, 64.61
72.55, 69.27
68.60, 69.53
71.45, 67.52
65.96, 68.89
67.43, 73.90
69.38, 67.94
68.49, 68.93
67.39, 74.15
71.90, 71.24
67.45, 70.89
53.58, 59.38
67.89, 66.99
67.03, 68.06
68.09, 73.35
68.55, 69.28
66.69, 69.78
61.83, 66.11
62.92, 59.14
65.49, 65.61
64.56, 68.22
End Time: 2559.00
