0.00, 0.00
0.00, 0.43
1.35, 12.21
17.53, 16.64
16.78, 16.13
7.13, 13.45
12.45, 12.40
19.42, 21.11
24.29, 24.23
30.67, 31.24
33.34, 34.26
33.74, 36.02
39.16, 40.93
43.15, 43.93
43.93, 43.23
48.61, 50.77
47.76, 47.07
52.76, 50.66
54.64, 58.11
53.83, 54.32
57.19, 56.06
54.87, 55.18
59.68, 63.87
55.26, 60.47
64.49, 61.31
64.89, 66.02
60.84, 61.58
65.28, 65.70
65.38, 67.58
64.99, 62.09
69.13, 69.69
59.79, 65.28
69.97, 67.36
73.01, 65.70
67.05, 65.77
70.08, 73.36
69.00, 65.97
71.19, 71.92
66.57, 70.11
71.20, 69.48
71.71, 68.93
71.30, 74.82
68.04, 69.17
72.76, 75.66
63.28, 68.20
73.41, 74.18
69.54, 75.52
73.76, 67.62
72.78, 75.68
72.99, 65.28
70.16, 72.45
76.99, 64.67
74.24, 74.79
66.60, 73.13
76.73, 72.63
63.74, 69.34
72.97, 72.04
63.41, 75.83
75.99, 65.37
76.05, 77.56
71.52, 63.33
73.13, 75.39
73.27, 70.86
74.00, 74.42
71.44, 75.12
75.88, 63.91
63.69, 78.01
78.68, 65.34
71.80, 78.83
72.02, 74.10
69.47, 72.80
72.44, 74.25
77.14, 73.69
65.41, 73.91
75.23, 73.68
62.44, 73.30
75.11, 68.63
60.59, 75.36
End Time: 2428.00
