0.00, 0.00, 0.03, 0.02
0.00, 0.00, 0.03, 0.02
1.36, 1.06, 0.05, 0.04
15.65, 9.74, 0.05, 0.04
16.30, 10.70, 0.09, 0.07
15.49, 8.52, 0.09, 0.07
11.61, 12.18, 0.13, 0.10
16.95, 16.78, 0.30, 0.24
17.92, 22.98, 0.30, 0.24
22.47, 22.92, 0.55, 0.44
23.51, 24.94, 0.49, 0.39
28.03, 29.23, 0.49, 0.39
29.99, 29.13, 0.53, 0.42
38.53, 37.95, 0.59, 0.47
35.45, 34.41, 0.59, 0.47
35.78, 35.50, 0.65, 0.52
37.86, 36.14, 0.86, 0.69
39.56, 38.76, 0.86, 0.69
41.50, 40.72, 1.13, 0.90
41.73, 39.73, 1.13, 0.90
42.40, 40.92, 1.31, 1.05
39.26, 39.03, 1.56, 1.25
43.02, 42.44, 1.56, 1.25
39.63, 36.16, 1.84, 1.47
41.26, 40.69, 2.03, 1.62
38.45, 33.58, 2.03, 1.62
38.90, 36.96, 2.29, 1.83
36.30, 33.40, 2.29, 1.83
35.17, 35.55, 2.41, 1.93
37.85, 35.41, 2.65, 2.12
36.57, 33.68, 2.65, 2.12
41.30, 36.15, 2.85, 2.28
37.91, 32.30, 3.21, 2.57
40.69, 34.65, 3.21, 2.57
38.69, 36.04, 3.80, 3.04
41.88, 33.89, 3.80, 3.04
37.84, 36.66, 4.33, 3.46
41.16, 34.11, 5.01, 4.01
40.14, 34.29, 5.01, 4.01
41.90, 33.82, 6.03, 4.82
37.53, 34.88, 6.91, 5.53
42.75, 34.34, 6.91, 5.53
41.81, 30.87, 7.72, 6.18
41.34, 33.94, 7.72, 6.18
43.32, 33.61, 8.88, 7.10
42.46, 31.31, 9.81, 7.85
43.15, 30.07, 9.81, 7.85
41.30, 31.68, 11.27, 9.02
48.13, 30.62, 12.79, 10.23
39.64, 28.84, 12.79, 10.23
45.19, 29.81, 14.32, 11.46
39.97, 29.12, 14.32, 11.46
48.51, 26.28, 16.04, 12.83
42.59, 27.63, 17.95, 14.36
37.86, 25.22, 17.95, 14.36
42.82, 24.31, 20.28, 16.22
50.87, 27.32, 22.35, 17.88
42.96, 22.26, 22.35, 17.88
49.28, 23.21, 24.82, 19.86
44.63, 23.00, 27.68, 22.14
52.51, 20.03, 27.68, 22.14
42.28, 18.90, 30.73, 24.58
50.74, 16.37, 33.67, 26.94
34.39, 16.32, 33.67, 26.94
52.22, 14.03, 36.76, 29.41
36.70, 14.40, 36.76, 29.41
52.29, 11.40, 39.87, 31.90
47.72, 10.41, 43.27, 34.62
43.83, 10.54, 43.27, 34.62
33.80, 9.53, 46.79, 37.43
51.83, 8.71, 50.42, 40.34
46.15, 12.47, 50.42, 40.34
50.80, 16.51, 55.33, 44.26
44.72, 9.67, 55.33, 44.26
40.89, 0.00, 59.67, 47.74
43.69, 0.95, 64.22, 51.38
45.50, 1.26, 64.22, 51.38
39.09, 0.00, 69.84, 55.87
39.56, 0.00, 75.25, 60.20
41.67, -4.99, 75.25, 60.20
41.47, -3.24, 81.30, 65.04
39.17, -7.67, 87.13, 69.70
42.04, -3.00, 87.13, 69.70
38.46, -2.46, 93.22, 74.58
41.67, -1.34, 98.64, 78.91
35.35, -0.50, 98.64, 78.91
41.07, 0.00, 103.70, 82.96
33.35, 0.00, 103.70, 82.96
33.61, 0.00, 108.17, 86.54
33.58, 0.00, 112.42, 89.94
EndTime: 3575.00
