0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00
2.37, 0.00, 0.00, 0.00
14.22, 16.44, 0.00, 0.00
12.15, 14.55, 0.00, 0.00
13.60, 12.48, 0.01, 0.01
8.65, 8.18, 0.01, 0.01
12.53, 14.57, 0.03, 0.01
21.68, 18.45, 0.03, 0.01
21.32, 21.90, -0.04, -0.02
25.74, 25.89, 0.05, 0.02
31.36, 34.50, 0.05, 0.02
32.99, 31.02, -0.02, -0.01
32.78, 36.52, 0.10, 0.05
34.14, 35.62, 0.10, 0.05
40.50, 37.58, 0.00, 0.00
40.75, 41.29, 0.22, 0.11
40.86, 39.81, 0.22, 0.11
37.39, 40.54, 0.37, 0.18
44.49, 40.09, 0.52, 0.26
40.35, 38.34, 0.52, 0.26
40.48, 38.24, 0.67, 0.34
35.54, 38.26, 0.67, 0.34
39.37, 35.42, 1.00, 0.50
35.78, 37.23, 1.21, 0.60
38.73, 36.21, 1.21, 0.60
38.24, 37.54, 1.19, 0.60
35.82, 35.72, 1.30, 0.65
38.31, 33.93, 1.30, 0.65
34.63, 35.51, 1.43, 0.71
34.14, 37.25, 1.43, 0.71
37.06, 32.77, 1.36, 0.68
36.85, 36.57, 1.65, 0.82
41.26, 37.26, 1.65, 0.82
34.65, 37.52, 1.90, 0.95
41.80, 38.59, 1.95, 0.98
40.04, 36.79, 1.95, 0.98
40.55, 38.87, 2.11, 1.05
36.43, 35.26, 2.36, 1.18
37.58, 39.28, 2.36, 1.18
40.35, 37.44, 2.48, 1.24
37.52, 35.55, 2.55, 1.27
39.81, 35.33, 2.55, 1.27
38.14, 34.72, 2.73, 1.37
41.38, 37.00, 2.73, 1.37
36.78, 37.68, 2.89, 1.45
38.48, 36.86, 3.03, 1.51
36.91, 35.57, 3.03, 1.51
40.69, 34.39, 3.40, 1.70
42.10, 36.35, 3.40, 1.70
40.24, 36.73, 3.85, 1.93
42.32, 36.53, 4.30, 2.15
40.31, 36.09, 4.85, 2.43
41.46, 35.43, 4.85, 2.43
36.68, 34.35, 5.46, 2.73
40.71, 33.78, 5.46, 2.73
37.70, 36.73, 5.97, 2.99
40.05, 35.21, 6.49, 3.24
38.63, 33.85, 6.49, 3.24
39.98, 32.53, 7.21, 3.60
39.03, 36.09, 8.06, 4.03
41.63, 33.96, 8.06, 4.03
42.51, 36.51, 8.56, 4.28
40.34, 33.99, 9.46, 4.73
41.76, 34.43, 9.46, 4.73
40.66, 32.57, 10.32, 5.16
45.79, 34.15, 10.32, 5.16
41.25, 32.86, 11.28, 5.64
45.35, 34.94, 11.28, 5.64
40.78, 32.05, 12.37, 6.18
44.18, 31.70, 13.43, 6.71
40.10, 32.04, 13.43, 6.71
43.49, 31.49, 14.67, 7.34
39.61, 30.23, 16.00, 8.00
46.52, 32.82, 16.00, 8.00
37.77, 29.53, 17.45, 8.73
46.71, 31.08, 18.96, 9.48
40.42, 29.44, 18.96, 9.48
44.32, 29.81, 20.66, 10.33
40.86, 29.35, 22.96, 11.48
41.45, 30.03, 22.96, 11.48
46.04, 29.26, 25.12, 12.56
48.31, 28.52, 25.12, 12.56
40.88, 24.85, 27.68, 13.84
46.81, 25.60, 27.68, 13.84
33.81, 24.56, 29.97, 14.99
48.79, 25.41, 32.28, 16.14
39.58, 24.46, 32.28, 16.14
38.80, 22.21, 34.96, 17.48
42.82, 25.17, 37.61, 18.80
37.26, 22.84, 37.61, 18.80
41.84, 21.39, 40.78, 20.39
EndTime: 3643.00
